location,name,freq,weighting,n_factors,date,ret
usa,seasonality,daily,vw_cap,1,1927-01-10,-0.000645739274570915
usa,seasonality,daily,vw_cap,1,1927-01-11,-0.00280803894374392
usa,seasonality,daily,vw_cap,1,1927-01-12,-0.0000612963016748905
usa,seasonality,daily,vw_cap,1,1927-01-13,-0.00223590540331775
usa,seasonality,daily,vw_cap,1,1927-01-14,-0.00375066955804671
usa,seasonality,daily,vw_cap,1,1927-01-15,-0.0028055630668586
usa,seasonality,daily,vw_cap,1,1927-01-17,-0.00575801454555964
usa,seasonality,daily,vw_cap,1,1927-01-18,0.000840656337463272
usa,seasonality,daily,vw_cap,1,1927-01-19,0.00405745992342555
usa,seasonality,daily,vw_cap,1,1927-01-20,-0.000525426066986109
usa,seasonality,daily,vw_cap,1,1927-01-21,-0.0034123857146251
usa,seasonality,daily,vw_cap,1,1927-01-22,-0.000452397558229335
usa,seasonality,daily,vw_cap,1,1927-01-24,-0.00260463780750321
usa,seasonality,daily,vw_cap,1,1927-01-25,0.00352742071613965
usa,seasonality,daily,vw_cap,1,1927-01-26,0.00191449184527776
usa,seasonality,daily,vw_cap,1,1927-01-27,0.00384355901712246
usa,seasonality,daily,vw_cap,1,1927-01-28,-0.00130380503051668
usa,seasonality,daily,vw_cap,1,1927-01-29,-0.00104438650616521
usa,seasonality,daily,vw_cap,1,1927-01-31,0.00103251451392191
usa,seasonality,daily,vw_cap,1,1927-02-01,0.00373393470402675
usa,seasonality,daily,vw_cap,1,1927-02-02,0.00029931756760107
usa,seasonality,daily,vw_cap,1,1927-02-03,-0.00140754159260284
usa,seasonality,daily,vw_cap,1,1927-02-04,0.00425485034751562
usa,seasonality,daily,vw_cap,1,1927-02-05,0.00244925558740586
usa,seasonality,daily,vw_cap,1,1927-02-07,-0.00258157093150281
usa,seasonality,daily,vw_cap,1,1927-02-08,0.00538616139144437
usa,seasonality,daily,vw_cap,1,1927-02-09,0.0000757989522685627
usa,seasonality,daily,vw_cap,1,1927-02-10,-0.00624127194956856
usa,seasonality,daily,vw_cap,1,1927-02-11,-0.0014542559504651
usa,seasonality,daily,vw_cap,1,1927-02-14,-0.0053600877681313
usa,seasonality,daily,vw_cap,1,1927-02-15,0.00506098527016113
usa,seasonality,daily,vw_cap,1,1927-02-16,0.00423301235954927
usa,seasonality,daily,vw_cap,1,1927-02-17,0.00665808277578481
usa,seasonality,daily,vw_cap,1,1927-02-18,0.00256342279569336
